,id,user,text,date,descortes,cortes,neutral
89,98,petrogustavo,"¿Saben porque España pone un impuesto a las grandes fortunas?

 Para poder financiar los gastos de salud y educación de los más pobres.

Así se hace un pacto social, así se construye justicia social y una nación, asi se construye la paz. https://t.co/8vbKEcWp3Q",2022-09-22 12:32:39+00:00,0.21488772332668304,0.4684453308582306,0.31666699051856995
90,99,petrogustavo,https://t.co/wSw9e540BM,2022-09-22 00:08:31+00:00,0.30233317613601685,0.5186561942100525,0.17901064455509186
91,100,petrogustavo,Hoy le pedí perdón a Haití por el asesinato de su presidente cometido por mercenarios colombianos.,2022-09-21 23:57:24+00:00,0.2561151087284088,0.2925989627838135,0.4512858986854553
92,101,petrogustavo,Derretir las armas para que florezcan los corazones es el mejor legado para la Paz. #ElCaminoEsLaPaz https://t.co/c8ewKh6MgV,2022-09-21 23:22:55+00:00,0.3887782394886017,0.36521339416503906,0.24600832164287567
93,102,petrogustavo,"Asi va el presupuesto del año entrante hasta ahora aprobado. Si se aprueba la reforma tributaria habrá una adición presupuestal con un fuerte incremento en educació , agua potable, energías limpias e infraestructura para la agricultura , el turismo y la conectividad. https://t.co/f4mLTtmNHe",2022-09-21 21:46:57+00:00,0.2287745475769043,0.29647108912467957,0.47475430369377136
94,103,petrogustavo,https://t.co/0hdLAtLM7I,2022-09-21 01:02:09+00:00,0.27409955859184265,0.5074660778045654,0.21843428909778595
95,104,petrogustavo,"Estas son mis palabras acerca de la seguridad alimentaria en el foro organizado con la presencia de Anthony Blinken, secretario de Estado de los EEUU, Pedro Sanchez jefe de gobierno español y el presidente de la Union Africana

https://t.co/ktoD8kvTFE",2022-09-21 00:30:12+00:00,0.5392850041389465,0.18762235343456268,0.27309268712997437
96,105,petrogustavo,"Urge un cambio en la política antidrogas y en la lucha contra el cambio climático. Nosotros vamos a liderar el cambio, un cambio que requiere voluntades pero también acciones. https://t.co/xBwJPkB1vm",2022-09-20 23:33:57+00:00,0.3292062282562256,0.35612815618515015,0.31466561555862427
97,106,petrogustavo,"M discurso completo ante las Naciones Unidas.

https://t.co/RRhSSzL6P9",2022-09-20 16:17:26+00:00,0.39923807978630066,0.3130491077899933,0.28771284222602844
98,107,petrogustavo,"Mi discurso completo en Queens.

Hasta que punto hacen de la mentira la única política de la que son capaces. La falta de las ideas solo la pueden llenar con la mentira y la manipulacion. Juzguen ustedes.

https://t.co/Xrl0bL9AbQ",2022-09-20 03:26:41+00:00,0.449697881937027,0.29427459836006165,0.256027489900589
99,108,petrogustavo,"Como presidente de Colombia rechazo la manipulación que el señor @ernestoyamhure, habitante en los EEUU, ha hecho de este video, cambiando sus tiempos para aparentar estado de embriaguez. La calumnia es un delito.

Aquí el video en su tiempo real: https://t.co/jOdTjRonNq",2022-09-20 01:58:18+00:00,0.49333465099334717,0.20762202143669128,0.29904332756996155
100,109,petrogustavo,Dirijo la cumbre mundial de la transformación de la educación en Naciones Unidas. https://t.co/389fLCDrXW,2022-09-19 19:24:50+00:00,0.36494940519332886,0.4136020243167877,0.2214486002922058
101,110,petrogustavo,Comienza un dialogo. https://t.co/dwDeGulOo2,2022-09-18 13:22:03+00:00,0.2273867279291153,0.5214818120002747,0.25113141536712646
102,111,petrogustavo,"Primer Diálogo Regional Vinculante en Turbaco, Bolívar. https://t.co/m6HGyCK68x",2022-09-16 16:07:05+00:00,0.2936103343963623,0.4622984230518341,0.2440912425518036
103,112,petrogustavo,Este gobierno tiene el compromiso de la protección de la selva amazónica. Hemos recibido tres helicópteros Black Hawk de Estados Unidos y serán utilizados por un cuerpo élite que cuidará del medioambiente y combatirá delitos como la deforestación. https://t.co/Opm3p1oZDF,2022-09-16 12:56:05+00:00,0.28377124667167664,0.36670905351638794,0.34951967000961304
104,113,petrogustavo,La parte de cotización que ingresa a Colpensiones le conferiŕá a su propietario asalariado derecho a la pensión.,2022-09-14 06:01:59+00:00,0.3151405453681946,0.4983093738555908,0.1865500658750534
105,114,petrogustavo,"Esto no es cierto. Las mesadas de adultos mayores hoy sin.pension se pagan del presupuesto nacional, que adquirira una capacidad de hasta 18 billones anuales para este objetivo porque los cotizantes de fondos privados entrarán a Colpensiones hasta un porcentaje de su aporte. https://t.co/DQtNCEHbwH",2022-09-14 06:01:58+00:00,0.6607916951179504,0.13584820926189423,0.20336005091667175
106,115,petrogustavo,"Esta propuesta del centro Democrático coincide con la estructuración que hacemos del precio de la gasolina.

No se toca el ACPM que incide en transporte de carga y pasajeros. buscamos compensar a los moteros a través del SOAT.

https://t.co/oLAJNNNEPM",2022-09-13 21:37:13+00:00,0.3248468339443207,0.30855464935302734,0.366598516702652
