,user,text,date,match
602,ingrodolfohdez,"Tenemos todo para tener un país bello. Todos los colombianos viviendo bien, decorosamente, pero tenemos unos administradores ladrones que solamente se preocupan por sus bolsillos. #EnVivo 🔴 en el #DebateAmbiental 🌱 @noticiascaracol #RodolfoPresidente",Mon May 09 01:31:10 +0000 2022,['ladron']
605,ingrodolfohdez,"Las voces más lúcidas se siguen sumando en respaldo a mi campaña, con la convicción de que soy la mejor decisión para el futuro de Colombia.

https://t.co/jq2i3nXKgq",Sun May 08 18:50:54 +0000 2022,['campaña']
623,ingrodolfohdez,"#UnaVerdadUrgente es que Fico y Petro solo van a polarizar al país. Colombia necesita un presidente que la una, no que la divida. #RodolfoHernandez",Thu May 05 14:39:23 +0000 2022,['Petro']
652,ingrodolfohdez,La mejor reforma tributaria es sacar a los ladrones del gobierno☝️. #EnVivo en “Desafíos para el país” en @EAFIT #EafitAlAgora #DebatesEE #HistoriasQueHacenPaís,Tue May 03 16:30:36 +0000 2022,['ladron']
653,ingrodolfohdez,Hay que inyectarle plata al campo y darles a los campesinos herramientas para que sus productos puedan competir con los que se importan. #EnVivo en “Desafíos para el país” en @EAFIT #EafitAlAgora #DebatesEE #HistoriasQueHacenPaís,Tue May 03 16:07:27 +0000 2022,['plata']
656,ingrodolfohdez,"Para poder ejecutar los programas que eliminen las brechas de desigualdad hay que entregarle la chequera a gente que sepa administrar y sacar a los que nos robaron los 70 mil millones, que pudo haber sido más de 1 billón. #EnVivo en “Desafíos para el país” en @EAFIT #EafitAlAgora",Tue May 03 15:40:15 +0000 2022,['robar']
657,ingrodolfohdez,Voy a representarlos y vamos a hacer lo que nadie se ha atrevido a hacer y es sacar a toda la ladronera del gobierno. #EnVivo en “Desafíos para el país” en @EAFIT #EafitAlAgora #DebatesEE #HistoriasQueHacenPaís,Tue May 03 15:29:56 +0000 2022,['ladron']
661,ingrodolfohdez,"La vida es lo primero. Amenazar de muerte a un candidato, es amenazar de muerte a la democracia. Mi solidaridad total con @petrogustavo .",Tue May 03 00:34:01 +0000 2022,['petro']
662,ingrodolfohdez,"Duque se gasta 4.300 millones de pesos a costa de la plata de los estudiantes. Por qué no coger esa plata y saldar la deuda del Icetex de toda la muchachada? Muchas gracias a todos los estudiantes del Censa, que se acercaron a escucharme.
#RodolfoHernandez #RodolfoPresidente https://t.co/rhQuTPzco2",Tue May 03 00:16:58 +0000 2022,"['plata', 'plata']"
688,ingrodolfohdez,"Gravísimo que Piedad Córdoba, como senadora, esté yendo a ver extraditables. Ella como senadora debería velar por los intereses de los colombianos y estar pendiente de que la plata no se la roben, no la despilfarren.  #AEstaHora #EnVivo en @revistasemana",Fri Apr 29 17:43:27 +0000 2022,['plata']
711,ingrodolfohdez,"En Colombia los políticos corruptos acaban con el medio ambiente solo para llenarse los bolsillos de plata 🪵💰😒

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022 #medioambiente https://t.co/UJlS5Z3hmJ",Wed Apr 27 20:30:53 +0000 2022,['plata']
712,ingrodolfohdez,"No esperemos hasta el 29 de mayo para que el país empiece a cambiar. #ElCambioComienzaHoy con pequeños buenos actos ❤️‍🩹🙌🏻.

Yo rete a @NataliaParis_ @juanpisrules @TatianaUGirardi @petrogustavo @sergio_fajardo @FicoGutierrez @IBetancourtCol 

Cuáles son sus buenos actos? 👀🙌🏻 https://t.co/mX0gWe2FPW",Wed Apr 27 19:20:55 +0000 2022,['petro']
722,ingrodolfohdez,"#Cinismo es que cada día pretendan meterle más y más presupuesto a los sectores como educación y salud, sabiendo que la solución no es esa sino saberla administrar. Quieren más plata para tener que echarse más en los bolsillos.",Wed Apr 27 11:57:53 +0000 2022,['plata']
724,ingrodolfohdez,"En educación, aquí todo lo resuelven poniendo más presupuesto, pero lo que se necesita saber es quiénes son los administradores de ese presupuesto. Se debe tener gente idónea, gente que genere valor, conocimiento y eficiencia de la plata. 🔴 #EnVivo en #CandidatosAlTablero",Wed Apr 27 00:34:28 +0000 2022,['plata']
726,ingrodolfohdez,"MI PROPUESTA PARA LA MUCHACHADA ENDEUDADA CON EL ICETEX! 📚

La plata de los lujos que le quitemos a los politiqueros servirá para pagar la deuda que tiene la muchachada con el Icetex.

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022
#JuventudesConElInge https://t.co/E7JZlQRI0P",Tue Apr 26 21:55:04 +0000 2022,['plata']
728,ingrodolfohdez,#NoSoporto que los medios sigan tratando de convencer a la gente de que las únicas dos opciones son Fico y Petro. 🤷🏼‍♂️ #RodolfoPresidente #RodolfoPresidente,Tue Apr 26 15:16:20 +0000 2022,['Petro']
742,ingrodolfohdez,"En Colombia el código de procedimiento penal, cuando son delitos contra la administración pública, es garantista para los ladrones, por eso esos procesos duran años. Yo digo que hay que acabar con la impunidad y para hacerlo hay que modificar el código de procedimiento penal.",Fri Apr 22 20:28:53 +0000 2022,['ladron']
744,ingrodolfohdez,"Tenemos que reactivar a los campesinos, entregarles plata para que hayan cierres financieros y puedan competir con el mercado internacional. #AEstaHora en entrevista con el periódico @ElUniversalCtg",Fri Apr 22 20:25:51 +0000 2022,['plata']
750,ingrodolfohdez,Recoger las chequeras que tienen todos los ladrones en el Estado. Es concentrar el dinero en forma transparente y eficiente para poder meterle plata a este proyecto de ‘Colombia mayor’. #AEstaHora #EnVivo en el #CongresoAsofondosFiap,Fri Apr 22 17:36:31 +0000 2022,"['ladron', 'plata']"
754,ingrodolfohdez,"Si usted inyecta plata en la base, la economía se mueve porque hay consumo, hay demanda, hay transformación, hay logística. #AEstaHora #EnVivo en el #CongresoAsofondosFiap",Fri Apr 22 17:32:23 +0000 2022,['plata']
757,ingrodolfohdez,"El problema es que el presidente que gane se apelota, porque llegan allá y hacen totalmente lo contrario a lo que prometieron en campaña. Dicen una cosa y cuando tienen el poder que le dimos nosotros a través del voto, hacen todo completamente diferente.  #CongresoAsofondosFiap",Fri Apr 22 17:29:07 +0000 2022,['campaña']
776,ingrodolfohdez,"Petro va a las notarías, Fico va a la Picota y yo voy a la plaza donde está el pueblo. 💛💙 

#RodolfoPresidente #RodolfoHernandez",Wed Apr 20 16:36:40 +0000 2022,['Petro']
791,ingrodolfohdez,#UnaTrampaEs hacernos creer que Petro y Fico son las únicas dos opciones #RodolfoPresidente,Mon Apr 18 14:18:42 +0000 2022,['Petro']
797,ingrodolfohdez,@AProgresista_ @PactoCol @petrogustavo @FranciaMarquezM @Margaritarosadf @CamiloRomero @sergio_fajardo @NT24co @AntanasMockus Así es,Fri Apr 15 17:01:46 +0000 2022,['petro']
799,ingrodolfohdez,"Si gana Petro o Fico esta será de las últimas semanas donde el ayuno será por convicción, los otros serán por escasez. El campo necesita apoyo para volver y alimentarnos de lo que producimos 👩🏻‍🌾🙌🏻

#RodolfoHernandez #RodolfoPresidente #LigaAnticorrupcion #Elecciones2022",Thu Apr 14 22:05:47 +0000 2022,['Petro']
802,ingrodolfohdez,"Con la confusa aclaración de Petro, el ""perdón social"" acaba de entrar a la misma categoría que la ""economía naranja"" de Duque. #RodolfoPresidente",Thu Apr 14 14:17:28 +0000 2022,['Petro']
808,ingrodolfohdez,@EleccionesCol22 @FicoGutierrez @petrogustavo @ColombiaHumana_ @PactoCol @soyconservador @partidodelaucol Por mí 👆🏼,Wed Apr 13 17:30:32 +0000 2022,['petro']
809,ingrodolfohdez,"#Reflexionemos
 @petrogustavo: El perdón se gana, no se regala.",Wed Apr 13 13:50:34 +0000 2022,['petro']
821,ingrodolfohdez,"Con @sergio_fajardo tenemos grandes diferencias, pero no estamos de acuerdo con el ataque que le están haciendo algunos medios cercanos a otras campañas. Así no se construye la democracia.",Sat Apr 09 18:41:23 +0000 2022,['campaña']
828,ingrodolfohdez,"El recorte al despilfarro del gobierno permitirá que, con esa plata, paguemos la deuda que tienen los muchachos de los estratos 1 y 2 con el ICETEX.

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022 #ElPaísQuePropone",Fri Apr 08 18:00:34 +0000 2022,['plata']
831,ingrodolfohdez,"Es deber del presidente velar por la plata que usted paga y tiene que respetarla para poder generar un impacto en el mejoramiento de vida de los colombianos.  

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022 #ElPaísQuePropone",Fri Apr 08 17:40:15 +0000 2022,['plata']
836,ingrodolfohdez,"Ahorita este jueves santo, que se supone que es de rezar, se siguen robando la plata de los colombianos. 🙄

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022",Fri Apr 08 17:10:00 +0000 2022,['plata']
840,ingrodolfohdez,"Hay que sacar a los ladrones para generar trabajo y bienestar a toda la cadena de gente que trabaja, gana muy poquito y le toca durísimo. 

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022",Fri Apr 08 17:07:27 +0000 2022,['ladron']
841,ingrodolfohdez,"Hay que sacar a los ladrones para generar trabajo y bienestar a toda la cadena de gente que trabaja, gana muy poquito y le toca durísimo. 

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022",Fri Apr 08 17:05:45 +0000 2022,['ladron']
845,ingrodolfohdez,"Todas las manifestaciones que los partidos políticos hacen en Colombia son con plata robada. Mi objetivo es romper eso, porque sino lo hacemos, seguiremos de pobre. 

#RodolfoPresidente #RodolfoHernandez #LigaAnticorrupcion #Elecciones2022",Fri Apr 08 16:55:34 +0000 2022,['plata']
856,ingrodolfohdez,"#NoEntiendo cómo con la plata de los colombianos se pagan los lujos de los del copete, pero el Gobierno dice que no hay plata para invertir en darles a todos una vida digna. #RodolfoPresidente 

#RodolfoHernandez #FelizJueves #ProgresistaSigueProgresista",Thu Apr 07 11:59:58 +0000 2022,"['plata', 'plata']"
872,ingrodolfohdez,"De otra campaña presidencial están utilizando a la Fiscalía, con la colaboración de algunos medios, para tratar de destruir mi candidatura presidencial. Hilo🧵",Tue Apr 05 18:06:43 +0000 2022,['campaña']
891,ingrodolfohdez,"Nos vemos esta noche a las 10:00 p.m. con @LaTele_Letal en @RedMasNoticias, para que disfruten la cara de @MdeFrancisco12 tratando de domar su petrista interno😂 y dejándose seducir por mi filosofía política: No robar, no mentir, no traicionar😁 https://t.co/LzLE64IGjE",Mon Mar 28 15:00:42 +0000 2022,['robar']
892,ingrodolfohdez,"#UnaBofetada es lo que nos han dado los politiqueros corruptos haciéndonos creer que pueden cambiar el país cuando están en campaña, pero después 🤡

#RodolfoHernandez #Oscars #WillSmith #FelizLunes #Elecciones2022",Mon Mar 28 12:52:07 +0000 2022,['campaña']
896,ingrodolfohdez,"A mí me bendice el Papa🙏🏻. A Petro y a Fico, los políticos tradicionales🤷🏼. 

Nota completa 📲@elespectador 
https://t.co/O5j0kNjc0T 

#RodolfoHernandez #Presidencia 
#Elecciones2022 #Colombia #ElPapa #spreaket",Fri Mar 25 15:41:53 +0000 2022,['Petro']
915,ingrodolfohdez,"“Rodolfo Supera a Petro, Fajardo y Fico“

#LigaAnticorrupcion #RodolfoHernandez https://t.co/riUhmbhZhr",Tue Mar 15 00:53:18 +0000 2022,['Petro']
916,ingrodolfohdez,"Doctor @AABenedetti , el del alzheimer es otro que se le olvida de donde es que se roba la plata. Yo con mucho gusto me hago el examen físico, pero usted sométase al polígrafo ¡el que nada debe, nada teme! 

#RodolfoHernandez #LigaAnticorrupcion #Benedetti https://t.co/2rR6E5Oelq",Mon Mar 14 19:43:47 +0000 2022,['plata']
923,ingrodolfohdez,"No me parezco a Petro.

#LigaAnticorrupcion #RodolfoHernandez https://t.co/8Tt4q4GhI9",Sat Mar 05 21:58:35 +0000 2022,['Petro']
931,ingrodolfohdez,"No he autorizado, ni estoy haciendo recolección de dinero para apoyar mi campaña a la Presidencia de la República.

#LigaAnticorrupcion
#RodolfoHernandez https://t.co/OzhFs958DU",Fri Feb 25 14:51:33 +0000 2022,['campaña']
940,ingrodolfohdez,Vamos a quitarle “ la chequera “ a todos los ladrones politiqueros ¡Conmigo no se roba más! https://t.co/GbRzJYPw2q,Thu Feb 17 19:53:40 +0000 2022,['ladron']
945,ingrodolfohdez,"Comunicado de prensa de la campaña de Rodolfo Hernández

¡RIDÍCULO! https://t.co/hjqzbs3wLm",Sat Feb 12 23:20:12 +0000 2022,['campaña']
946,ingrodolfohdez,"¿Le vamos a entregar la chequera a Petro? La sorpresa que se van a llevar los politiqueros va a ser monumental. 

#RodolfoHernandez #LigaAnticorrupcion https://t.co/HrGhN1ZS7d",Thu Feb 10 15:43:46 +0000 2022,['Petro']
949,ingrodolfohdez,Ni Uribe Ni Petro https://t.co/RY9kQvjzmB,Wed Feb 09 12:56:35 +0000 2022,['Petro']
966,ingrodolfohdez,"Si nosotros nos quitamos los ladrones de encima, esto se salva. Como dijo Pérez Esquivel: ""los pobres no duermen porque tienen hambre, los ricos no duermen porque le tienen miedo a los pobres ¿Cómo hacemos para que los pobres y ricos podamos dormir bien?"" 

#SemanaTV #YoVotoPor https://t.co/EsZp0nP76r",Tue Jan 25 18:23:52 +0000 2022,['ladron']
969,ingrodolfohdez,Usted es un mentiroso y farsante @FicoGutierrez #SemanaTV #YoVotoPor #ColombiaVotaPor #RodolfoHernandez #LigaAnticorrupcion https://t.co/TRWIlMgVNA,Tue Jan 25 16:56:50 +0000 2022,['mentiroso']
970,ingrodolfohdez,"La base de mi campaña será sacar a todos los ladrones del gobierno, esa es la mejor reforma tributaria. 
#SemanaTV #YoVotoPor #ColombiaVotaPor #RodolfoHernandez #LigaAnticorrupcion",Tue Jan 25 16:30:20 +0000 2022,"['campaña', 'ladron']"
992,ingrodolfohdez,"Lo reto doctor @petrogustavo, a ver si es tan machito.

https://t.co/LuY5Nji5hD",Tue Jan 11 21:31:03 +0000 2022,['petro']
1001,ingrodolfohdez,"Todo eso de las consultas es para sacarla plata al Gobierno ¡Yo no hago eso! 

#RodolfoHernandez #LigaAnticorrupcion https://t.co/Am7aXdfjBJ",Fri Jan 07 16:31:47 +0000 2022,['plata']
1002,ingrodolfohdez,"#NoMas de lo mismo. Si seguimos votando por politiqueros ladrones esto no lo ataja nadie. ¡Colombianos, recuerden que el 2022 es la hora del Colombia!🇨🇴

#RodolfoHernandez #LigaAnticorrupcion",Fri Jan 07 13:49:00 +0000 2022,['ladron']
1007,ingrodolfohdez,"Colombia no necesita más reformas tributarias, lo que necesita es menos ladrones 👇🏼🇨🇴 | Entrevista con @BluRadioCo en Mañanas Blu📻 @ZuluagaCamila  
#RodolfoHernandez #LigaAnticorrupcion https://t.co/chWt6Wpmfe",Mon Jan 03 20:25:13 +0000 2022,['ladron']
1012,ingrodolfohdez,"Doctor @petrogustavo para conectar con la gente se necesita mucho más que redes y para saber administrar, más que 40 años en política. https://t.co/2hR509iS6f",Thu Dec 23 20:02:01 +0000 2021,['petro']
1024,ingrodolfohdez,"Me hicieron llegar este video a la red👆🏻. De la plata de los colombianos se gastan millones de pesos en pistolas, guardaespaldas y camionetas protegiendo a los ladrones de cuello blanco más grandes del país ¿y yo? Sin miedo al éxito😎

#RodolfoHernandez #LigaAnticorrupcion https://t.co/60hiYbVIZU",Fri Dec 17 20:18:40 +0000 2021,"['plata', 'ladron']"
1050,ingrodolfohdez,"Si no robar, no mentir, no traicionar, cero impunidad y defender a los colombianos es estar loco ¡sí, estoy loco! 

#RodolfoHernandez #LigaAnticorrupcion https://t.co/i0nKhcyiKE",Sat Dec 04 13:14:01 +0000 2021,['robar']
1066,ingrodolfohdez,"Los transportadores de carga en #Colombia necesitan un gobierno q se preocupe por mejorar la infraestructura vial del país, para poder impulsar la competitividad. Ya es hora de q dejen de robarse la plata q, pagamos en los peajes y se empiecen a invertir de vdd. #45añoscolfecar https://t.co/k9fJTN6wUL",Thu Nov 25 23:07:46 +0000 2021,"['robar', 'plata']"
1076,ingrodolfohdez,"Todo aquel que se robe desde una aguja hasta 10.000 millones de dólares de la plata de los colombianos, se va para la cárcel sin distinción alguna. #RodolfoHernandez #LigaAnticorrupcion https://t.co/XzJoD7hqy3",Fri Nov 19 18:27:02 +0000 2021,['plata']
1118,ingrodolfohdez,No es poner más plata para mejorar el servicio de salud #Elecciones2022 #YoVotoPor #RodolfoHernandezEs  #SemanaTv https://t.co/Fbo0jt2jBR,Mon Nov 08 01:04:39 +0000 2021,['plata']
1121,ingrodolfohdez,"Entre más plata tenga en el bolsillo los colombianos, mejor nos va a los industriales, a los que producimos, pero los politiqueros se han dedicado a robarle al pueblo colombiano #ElDebate #Elecciones2022 #YoVotoPor #SemanaTv #RodolfoHernandezEs",Mon Nov 08 00:44:13 +0000 2021,"['plata', 'robar']"
1125,ingrodolfohdez,"Una política neoliberal encabezada por César Gaviria Trujillo acabó con el campo y lo que se necesita es aplicar plata al campo con subsidios, pero no regalando plata sino equilibrando costos #ElDebate #Elecciones2022",Mon Nov 08 00:11:27 +0000 2021,"['plata', 'plata']"
1132,ingrodolfohdez,"Yo NO #estoyconpetro ni con nadie, mi coalición es con los colombianos y en primera vuelta voy a arrasar con todossss.

#felizsabado
#IngRodolfo",Sat Nov 06 12:25:19 +0000 2021,['petro']
1142,ingrodolfohdez,"La #InseguridadEs una consecuencia de haber elegido bandidos y ladrones durante más de 30 años, se robaron el futuro de las nuevas generaciones y nos dejaron caos, miseria y desolación.

#IngRodolfo
#SomosVíctimasDe",Thu Nov 04 12:01:25 +0000 2021,"['ladron', 'robar']"
1146,ingrodolfohdez,Mi única coalición será con los colombianos. Gracias por la invitación @petrogustavo pero #UnCompletoDescaroEs que sigan engañando a los colombianos con el cuentico de las coaliciones. https://t.co/9wIknlV4EZ,Wed Nov 03 13:47:23 +0000 2021,['petro']
1165,ingrodolfohdez,"¡De esta clase de politiqueros, mentirosos triple redomados es que en #Colombia estamos mamados! | #IngRodolfo https://t.co/pkDzknV7mY",Wed Oct 20 15:03:53 +0000 2021,['mentiroso']
1178,ingrodolfohdez,"En el Ministerio hay un poco de funcionarios ladrones metidos por políticos. Son unos ladrones redomados. #AEstaHora🔴 En ""Hable con El Ingeniero""",Tue Sep 28 01:58:03 +0000 2021,"['ladron', 'ladron']"
1188,ingrodolfohdez,"Aquí no queremos ladrones que se camuflan, se visten de Madres Teresa de Calcuta y de Papas Francisco. #AEstaHora🔴 En ""Hable con El Ingeniero""",Tue Sep 28 01:25:32 +0000 2021,['ladron']
1191,ingrodolfohdez,"Los candidatos creen en la política a la vieja usanza. Recogiendo plata de los políticos, de todos los empresarios y en las elecciones repetir esa macabra acción que hacen que es la compra de votos. #AEstaHora🔴 En ""Hable con El Ingeniero""",Tue Sep 28 01:13:28 +0000 2021,['plata']
1199,ingrodolfohdez,"""Se puede trabajar si se pone gente honrada a que administre la plata de Colombia"" #AEstaHora en rueda de prensa 🎙️ desde #Bogotá.",Fri Sep 24 13:33:30 +0000 2021,['plata']
1219,ingrodolfohdez,"""Los politiqueros que nos gobiernan hace mas de 30 años se han adueñado de nuestro sistema de salud y lo han convertido en un negocio, donde la plata es más importante que la vida"" #AEstaHora 🔴 en Hable con El Ingeniero",Tue Sep 21 01:28:42 +0000 2021,['plata']
1249,ingrodolfohdez,"""El abandono es la consecuencia y cuál es la causa. La causa es que estamos siendo gobernados por politiqueros ladrones que hacen negocio para beneficiar su patrimonio individual"" | #AEstaHora 🔴 - en #HableConElIngeniero",Tue Sep 14 01:31:02 +0000 2021,['ladron']
1258,ingrodolfohdez,"""Saque a todos esos ladrones corruptos pa’ la calle” me dice la gente mientras recorro #Valledupar, eso son sentimientos y si hay sentimientos hay verdades. | #IngRodolfo #YoSoyRodolfista https://t.co/cK4BYolhBJ",Fri Sep 10 19:56:40 +0000 2021,['ladron']
1262,ingrodolfohdez,"""Yo no me preocupo por lo que suba o baje #Petro, me preocupo por conocer todos los municipios de #Colombia y una vez me conozcan, decidan si le entregan la chequera a @petrogustavo o a Rodolfo Hernández"" -  #AEstaHoraEnVivo🔴 con @VickyDavilaH en @RevistaSemana 🎙️ https://t.co/xSsBekCt7c",Thu Sep 09 17:33:16 +0000 2021,"['Petro', 'petro']"
1264,ingrodolfohdez,"""El politiquero ladrón elige a quien robar y el ciudadano, a quien lo roba ¡ESO SE TIENE QUE ACABAR!"" #AEstaHoraEnVivo🔴 en Rueda de Prensa🎙️ desde #Valledupar.",Thu Sep 09 16:55:38 +0000 2021,['robar']
1269,ingrodolfohdez,"@LigaGobernantes @El_Pilon @TuValledupar @CacicaStereo @ElBochincheVpar @RadNalCo @elpoligrafo1 @ATLinnovacion @rcnradio @HELIODOPTERO @RevistaSemana ""El tema de Colombia no es otro, que los politiqueros se están robando la plata a toneladas""  #AEstaHoraEnVivo en Rueda de Prensa desde #Valledupar.",Thu Sep 09 16:30:06 +0000 2021,['plata']
1271,ingrodolfohdez,"Si @vanguardiacom está preocupada por mi campaña, debería estarlo por #Bucaramanga y sus gobernantes. La inseguridad está por las nubes, se roban hasta una escupida y no se puede ni salir a comer pa' ayudar a los que se están quebrando. ¿Y los concejales? Calladitos. https://t.co/1Gjy73iQEd",Tue Sep 07 19:35:59 +0000 2021,['campaña']
1292,ingrodolfohdez,"“Mientras la corrupción se robe la plata de la inversión, el desempleo subirá” #AEstaHora 🔴 en #RuedaDePrensa desde San Gil. https://t.co/61TZpksvt5",Fri Sep 03 14:27:42 +0000 2021,['plata']
1299,ingrodolfohdez,"""Escuchen colombianos, el presidente @IvanDuque  se tira 4,350,000,000 de pesos diarios. Imagínense el derroche de plata tan berraco que hay"" #AestaHora🔴 en @TvOrinoquia",Thu Sep 02 12:37:22 +0000 2021,['plata']
1305,ingrodolfohdez,"""Los políticos se roban la plata y ponen a los muchachos a pagar el estudio que el Estado les debería dar"" - El #IngRodolfo a esta hora en #5MinutosConElIngeniero",Wed Sep 01 21:19:48 +0000 2021,['plata']
1315,ingrodolfohdez,"""Eso es mejor darle la plata de PAE a la mamá de los niños"" #IngRodolfo en ""Hable con El Ingeniero” #95",Tue Aug 31 01:34:38 +0000 2021,['plata']
1324,ingrodolfohdez,"“Esa plata no es para mí, es para atender a los gastos que se van a generar en cada una de las campañas en los departamentos en Cámara y Senado” -#IngRodolfo en “Hable con El Ingeniero” #95",Tue Aug 31 01:12:13 +0000 2021,"['plata', 'campaña']"
1325,ingrodolfohdez,"“La plata que se pide a cámara y senado es una póliza de seguridad, una póliza de cumplimiento. Yo no puedo seguir pagando históricamente todos los gastos que genere para ser elegido senador o representante a la cámara por cualquiera de los departamentos""  -#IngRodolfo",Tue Aug 31 01:11:25 +0000 2021,['plata']
1336,ingrodolfohdez,"""El que compra votos para llegar, llega a robar"" - #IngRodolfo",Wed Aug 25 21:21:09 +0000 2021,['robar']
1347,ingrodolfohdez,#RodolfoHernandezSuperaAPetro https://t.co/zQMtcHuDOi,Mon Aug 23 16:43:34 +0000 2021,['Petro']
1356,ingrodolfohdez,"""¿Qué es una #ReformaTributaria ?Quitarle la plata al sector productivo y entregársela a los politiqueros para que sigan robando"" #IngRodolfo a esta hora en entrevista con @VickyDavilaH en @RevistaSemana .",Wed Aug 18 17:55:48 +0000 2021,['plata']
1379,ingrodolfohdez,"¡QUINDIANOS! @LigaGobernantes 👈🏼 es nuestro movimiento significativo de cuidadanos que al igual que yo, tienen la filosofia de: No robar, No mentir, No traicionar y Cero Impunidad. #IngRodolfo.",Thu Aug 12 17:24:29 +0000 2021,['robar']
1395,ingrodolfohdez,"@marianapajon y @RamirezBmx ¡Son unos berracos estos muchachos! Gracias por regalarle a los colombianos esta inmensa alegría 

#Tokio2022 #JuegosOlimpicos #plata #OrgulloColombiano https://t.co/etWnrvTYbK",Fri Jul 30 04:48:10 +0000 2021,['plata']
1400,ingrodolfohdez,"¡Lo advertí desde hace un año! Esta familia de bandidos se han hecho elegir con plata robada y han traicionado a los electores, espero que la justicia actúe pronto con @MAguilarHurtado por que con @RICHARDAGUILARV se demoraron 7 años y medio en hacer una suma. https://t.co/NySno90hx3",Wed Jul 28 13:33:11 +0000 2021,['plata']
1402,ingrodolfohdez,#SalvemosA los colombianos de las manos de mentirosos y corruptos que nos gobiernan hace más de 30 años. #IngRodolfo,Tue Jul 27 12:16:48 +0000 2021,['mentiroso']
1405,ingrodolfohdez,¿Qué es una #ReformaTributaria ? ¡Quitarle la plata a los más pobres y dársela a los políticos para que se la roben! #IngRodolfo https://t.co/SSmhkWwhko,Wed Jul 14 16:38:10 +0000 2021,['plata']
1468,ingrodolfohdez,Adhiero a las manifestaciones de @sergio_fajardo y @petrogustavo sobre la necesidad de establecer un diálogo democrático sin agresiones ni violencia de todos los sectores progresistas que quieren construir una nueva política y una nueva democracia sin exclusiones ni odios https://t.co/TzD80UJ6uc,Tue May 18 18:41:33 +0000 2021,['petro']
1486,ingrodolfohdez,"Estos incendios sociales no se apagan echando bala y quieren atacar las consecuencias porque las causas son ellos: esta casta de ladrones impunes que nos gobierna solo para mantener los privilegios, los lujos y el despilfarro que ha desangrado al país hace más de 30 años.",Tue May 04 19:30:14 +0000 2021,['ladron']
1489,ingrodolfohdez,"Lo que pasa en Cali, Medellín, Bogotá y toda Colombia es la consecuencia de haber votado por atracadores y ladrones que solo les importa sus intereses personales. #ColombiaResiste #ParoIndefinido",Sat May 01 15:27:52 +0000 2021,['ladron']
1493,ingrodolfohdez,¡Que tal! Los concejales de #Floridablanca exigiendo que no se les diga ladrones ni atracadores cuando son los ciudadanos del pueblo quienes lo dicen. Estos politiqueros nos amenazan con callarnos. Les informamos que aquí todos estamos listos para darnos esta lucha por la gente. https://t.co/e24eBv0H2c,Tue Apr 27 16:35:38 +0000 2021,['ladron']
1505,ingrodolfohdez,Resultó @JDCavanzoOrtiz más mentiroso que @JCardenasRey https://t.co/jstRJHRXT6,Wed Apr 07 21:36:54 +0000 2021,['mentiroso']
1508,ingrodolfohdez,"“No me voy a Aliar con ladrones, me voy a Aliar con el pueblo“ Rodolfo Hernández, un fenómeno electoral.
Leer 👇🏼
https://t.co/TCnOn0Waba",Tue Apr 06 19:42:21 +0000 2021,['ladron']
1544,ingrodolfohdez,"Si seguimos eligiendo ladrones, pueden hacer todo las reformas tributarias que quieran que ninguna plata les alcanza. ¡Pobre Colombia! 

https://t.co/tcn4ghVFvq",Tue Mar 09 16:49:51 +0000 2021,"['ladron', 'plata']"
1571,ingrodolfohdez,#EsNuestraCulpaQue nos sigan gobernando politiqueros ladrones y los pobres sean cada día mas pobres.,Wed Feb 24 14:01:02 +0000 2021,['ladron']
1573,ingrodolfohdez,Hoy me hicieron una muy grata invitación a la inauguración de la Liga de Baloncesto de #Santander ¡Talento deportivo es lo que tenemos en este país! Lástima que los políticos se roban la plata y los escenarios deportivos son una vergüenza ¿Vamos  a seguir votando por ellos? https://t.co/ToeyJTBoaE,Wed Feb 24 01:20:07 +0000 2021,['plata']
1607,ingrodolfohdez,“Me lanzo a la presidencia porque soy capaz de acabar con la ladronera” @RevistaSemana https://t.co/eou30zo8VE,Sun Feb 07 16:25:41 +0000 2021,['ladron']
1674,ingrodolfohdez,"Cuando no se roban la plata, se puede invertir en escenarios de talla mundial para que nuestros deportistas también tengan la oportunidad de ser de talla mundial. https://t.co/5e8UK6GNtP",Thu Oct 29 15:53:14 +0000 2020,['plata']
1686,ingrodolfohdez,"@JCardenasRey Sería bueno q aclarara q de las 100 obras q usted dice q están entregando, todas son de mi admón, no algunas. También debe decir q le dejamos el 100% de la plata como reserva presupuestal liquida para atender al pago de las mismas. Lo invito a hacer la aclaración respectiva.",Thu Oct 08 17:19:19 +0000 2020,['plata']
1696,ingrodolfohdez,"Yo tengo enormes diferencias con @JuanManSantos y @petrogustavo, no comparto para nada la manera de ver el país ¡Pero los respeto porque eso es la democracia! Los respeto porque son compatriotas descalificados por un jefe de estado extranjero.",Tue Sep 29 01:14:33 +0000 2020,['petro']
